SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,8068 Doug Hl,San Diego,CA,92127,5750000,5,5.5,Santaluz,7722,35719,2008,107,745,550,Active,,,https://www.redfin.com/CA/San-Diego/8068-Doug-Hill-Ct-92127/home/17141122,SDMLS,220013133,N,Y,32.9827343,-117.1453175
MLS Listing,,Single Family Residential,7170 Encelia Dr,La Jolla,CA,92037,4966000,3,2.0,92037 - La Jolla,3064,13771,1960,111,1621,,Active,,,https://www.redfin.com/CA/La-Jolla/7170-Encelia-Dr-92037/home/4921182,CRMLS,PTP2203453,N,Y,32.8393919,-117.2577601
MLS Listing,,Condo/Co-op,7940 University Ave #39,La Mesa,CA,91942,471000,2,1.5,La Mesa,1095,81187,1980,102,430,400,Active,,,https://www.redfin.com/CA/La-Mesa/7940-University-Ave-91942/unit-39/home/5489105,SDMLS,220012550,N,Y,32.7644496,-117.0274911
MLS Listing,,Vacant Land,8158 Artesian Rd,San Diego,CA,92127,2300000,0,,San Diego,,217800,,119,,,Active,,,https://www.redfin.com/CA/San-Diego/8158-Artesian-Rd-92127/home/22643286,SDMLS,220012227,N,Y,33.0199851,-117.1559697
MLS Listing,,Single Family Residential,10564 Blue Granite Dr,San Diego,CA,92127,2248000,5,3.0,Rancho Bernardo,3303,6867,2010,116,681,90,Active,,,https://www.redfin.com/CA/San-Diego/10564-Blue-Granite-Dr-92127/home/22642941,SDMLS,220011524,N,Y,33.0339173,-117.1100904
MLS Listing,,Vacant Land,6850 Country Club Dr,La Jolla,CA,92037,24000000,,,92037 - La Jolla,,975744,,128,,,Active,,,https://www.redfin.com/CA/La-Jolla/6850-Country-Club-Dr-92037/home/145704211,CRMLS,NDP2204567,N,Y,32.836932,-117.258009
MLS Listing,,Vacant Land,6809 Country Club Dr,La Jolla,CA,92037,8000000,,,92037 - La Jolla,,77101,,128,,,Active,,,https://www.redfin.com/CA/La-Jolla/6809-Country-Club-Dr-92037/home/179362817,CRMLS,NDP2204565,N,Y,32.8352134,-117.2599415
MLS Listing,,Condo/Co-op,17165 W Bernardo Dr #107,San Diego,CA,92127,515000,2,2.0,92127 - Rancho Bernardo,944,,1994,128,546,440,Active,,,https://www.redfin.com/CA/San-Diego/17165-W-Bernardo-Dr-92127/unit-107/home/6616222,CRMLS,NDP2204528,N,Y,33.0267712,-117.0808333
MLS Listing,,Single Family Residential,8194 Doug Hl,San Diego,CA,92127,9980000,5,5.5,92127 - Rancho Bernardo,7500,54014,2020,134,1331,525,Active,,,https://www.redfin.com/CA/San-Diego/8194-Doug-Hill-Ct-92127/home/22738641,CRMLS,NDP2204297,N,Y,32.9861136,-117.1415377
MLS Listing,,Single Family Residential,5467 Bahia Ln,La Jolla,CA,92037,2999000,5,5.0,La Jolla,3824,13000,1971,138,784,,Active,September-18-2022 01:00 PM,September-18-2022 03:00 PM,https://www.redfin.com/CA/La-Jolla/5467-Bahia-Ln-92037/home/4942461,SDMLS,220010383,N,Y,32.8185209,-117.2379637
MLS Listing,,Single Family Residential,7007 Country Club Dr,La Jolla,CA,92037,28000000,10,11.5,92037 - La Jolla,22897,271814,1980,138,1223,,Active,,,https://www.redfin.com/CA/La-Jolla/7007-Country-Club-Dr-92037/home/4921222,CRMLS,NDP2204175,N,Y,32.8366527,-117.2596202
MLS Listing,,Single Family Residential,7505 Caminito Avola,La Jolla,CA,92037,2550000,3,2.0,92037 - La Jolla,2040,4288,1970,137,1250,390,Active,,,https://www.redfin.com/CA/La-Jolla/7505-Caminito-Avola-92037/home/4923330,CRMLS,PTP2202706,N,Y,32.846016,-117.2531996
MLS Listing,,Vacant Land,7508 Plein Aire,San Diego,CA,92127,2444000,,,92127 - Rancho Bernardo,,73616,,143,,550,Active,,,https://www.redfin.com/CA/San-Diego/7508-PLEIN-Aire-92127/home/12096568,CRMLS,PTP2202629,N,Y,32.996875,-117.168261
MLS Listing,,Single Family Residential,1654 Marisma Way,La Jolla,CA,92037,6495000,6,7.5,La Jolla,4984,,2015,72,1303,,Active,,,https://www.redfin.com/CA/La-Jolla/1654-Marisma-Way-92037/home/4922782,SDMLS,220009683,N,Y,32.8330721,-117.2583801
MLS Listing,,Single Family Residential,5826 Amarillo Ave,La Mesa,CA,91942,724000,3,1.0,La Mesa,1100,6600,1952,145,658,,Active,,,https://www.redfin.com/CA/La-Mesa/5826-Amarillo-Ave-91942/home/5603913,SDMLS,220009545,N,Y,32.7852382,-117.0142368
MLS Listing,,Condo/Co-op,100 Coast Blvd #302,La Jolla,CA,92037,2875000,2,2.0,La Jolla,1324,55067,1976,145,2171,1086,Active,,,https://www.redfin.com/CA/La-Jolla/100-Coast-Blvd-92037/unit-302/home/4911559,SDMLS,220009529,N,Y,32.8391231,-117.2812196
MLS Listing,,Single Family Residential,,La Jolla,CA,92037,16800000,9,10.5,La Jolla,8867,37897,2000,147,1895,,Active,,,https://www.redfin.com/CA/La-Jolla/Starlight-Dr-92037/home/4879763,SDMLS,220009285,N,Y,32.8505538,-117.2434527
MLS Listing,,Vacant Land,7362 Brodiaea Way,La Jolla,CA,92037,6995000,,,92037 - La Jolla,,27878,,172,,,Active,,,https://www.redfin.com/CA/La-Jolla/7362-Brodiaea-Way-92037/home/4921114,CRMLS,NDP2202797,N,Y,32.8421824,-117.2594135
MLS Listing,,Single Family Residential,6131 La Pintura Dr,La Jolla,CA,92037,4475000,7,6.5,92037 - La Jolla,5548,29400,2000,158,807,,Active,,,https://www.redfin.com/CA/La-Jolla/6131-La-Pintura-Dr-92037/home/4939108,CRMLS,NDP2202355,N,Y,32.8262311,-117.2511462
MLS Listing,,Condo/Co-op,1001 Genter St #1i,La Jolla,CA,92037,2450000,2,2.0,92037 - La Jolla,2115,50042,1966,189,1158,1600,Active,,,https://www.redfin.com/CA/La-Jolla/1001-Genter-St-92037/unit-1I/home/4914666,CRMLS,NDP2202149,N,Y,32.8366784,-117.2711939
MLS Listing,,Vacant Land,7145 Fairway Rd,La Jolla,CA,92037,3250000,0,,La Jolla,,22216,,162,,,Active,,,https://www.redfin.com/CA/La-Jolla/7145-Fairway-Rd-92037/home/4921003,SDMLS,220005241,N,Y,32.8375891,-117.2620544
MLS Listing,,Single Family Residential,7893 El Cajon Blvd,La Mesa,CA,91942,1175000,5,2.0,La Mesa,1826,11258,1920,194,643,,Active,,,https://www.redfin.com/CA/La-Mesa/7893-El-Cajon-Blvd-91942/home/5488101,SDMLS,SDC0000328,N,Y,32.7688411,-117.0274518
MLS Listing,,Multi-Family (2-4 Unit),4979-89 Clearview Way,La Mesa,CA,91942,985000,4,3.0,La Mesa,2301,12420,1955,191,428,,Active,,,https://www.redfin.com/CA/La-Mesa/4979-Clearview-Way-91942/home/5488165,SDMLS,SDC0000326,N,Y,32.7688881,-117.0269738
MLS Listing,,Single Family Residential,1761 Colgate Cir,La Jolla,CA,92037,8995000,8,9.0,La Jolla,8228,74923,2008,213,1093,,Active,,,https://www.redfin.com/CA/La-Jolla/1761-Colgate-Cir-92037/home/4939304,SDMLS,220003223,N,Y,32.8237733,-117.2525011
MLS Listing,,Condo/Co-op,5470 La Jolla Blvd Unit H301,La Jolla,CA,92037,3500000,3,2.0,La Jolla,1714,,2005,228,2042,624,Active,,,https://www.redfin.com/CA/La-Jolla/5470-La-Jolla-Blvd-92037/unit-H301/home/6650670,SDMLS,220002041,N,Y,32.8117886,-117.2684842
MLS Listing,,Single Family Residential,2681 Idle Hour Ln,La Jolla,CA,92037,18900000,9,12.5,La Jolla,14252,125017,1996,226,1326,,Active,,,https://www.redfin.com/CA/La-Jolla/2681-Idlehour-Ln-92037/home/4862039,SDMLS,220001566,N,Y,32.8822973,-117.2463923
MLS Listing,,Single Family Residential,5535 La Jolla Mesa Dr,La Jolla,CA,92037,1995000,4,2.5,92037 - La Jolla,2179,7200,1973,63,916,,Active,,,https://www.redfin.com/CA/La-Jolla/5535-La-Jolla-Mesa-Dr-92037/home/4937564,CRMLS,OC21249729,N,Y,32.8151847,-117.2591379
MLS Listing,,Condo/Co-op,939 Coast Blvd Unit LB,La Jolla,CA,92037,650000,0,1.0,La Jolla,432,,1966,334,1505,815,Active,,,https://www.redfin.com/CA/La-Jolla/939-Coast-Blvd-92037/unit-LB/home/4905533,SDMLS,210029111,N,Y,32.8480183,-117.2762916
MLS Listing,,Single Family Residential,6103 Avenida Picacho,Rancho Santa Fe,CA,92067,8399000,6,7.0,92067 - Rancho Santa Fe,9090,420789,1987,351,924,655,Active,,,https://www.redfin.com/CA/Rancho-Santa-Fe/6103-Avenida-Picacho-92067/home/4191931,CRMLS,NDP2111149,N,Y,33.0092383,-117.1779885
MLS Listing,,Single Family Residential,7505 Hillside Dr,La Jolla,CA,92037,16950000,5,6.0,La Jolla,10285,32670,1997,541,1648,,Active,,,https://www.redfin.com/CA/La-Jolla/7505-Hillside-Dr-92037/home/4920814,SDMLS,210007373,N,Y,32.8448496,-117.2568185
MLS Listing,,Condo/Co-op,5460 La Jolla Blvd Unit G301,La Jolla,CA,92037,2500000,2,2.0,La Jolla,1676,,2004,692,1492,624,Active,,,https://www.redfin.com/CA/La-Jolla/5460-La-Jolla-Blvd-92037/unit-G301/home/6650650,SDMLS,200049531,N,Y,32.8117118,-117.2681168
MLS Listing,,Single Family Residential,,La Jolla,CA,92037,3695000,3,2.0,La Jolla,1280,4107,1944,982,2887,,Active,,,https://www.redfin.com/CA/La-Jolla/Chelsea-Ave-92037/home/4935854,SDMLS,200000852,N,Y,32.8145553,-117.2708494
For-Sale-by-Owner Listing,,Condo/Co-op,7425 Charmant Dr #2815,San Diego,CA,92122,776000,2,2.0,La Jolla,934,,1987,38,831,,Active,,,https://www.redfin.com/CA/San-Diego/7425-Charmant-Dr-92122/unit-2815/home/6789809,FSBO.com,532336,N,Y,32.8652732,-117.2279678
New Construction Home,,Single Family Residential,15427 Van Lodensteyn Way,San Diego,CA,92127,1345900,4,3.5,Avion,2289,,2022,21,588,,Active,,,https://www.redfin.com/CA/San-Diego/15427-Van-Lodensteyn-Way-92129/home/181239245,NewHomeSource.com,2278523,N,Y,32.989,-117.1054
New Construction Home,,Single Family Residential,15421 Van Lodensteyn Way,San Diego,CA,92127,1387900,4,4.0,Avion,2547,,2022,21,545,,Active,,,https://www.redfin.com/CA/San-Diego/15421-Van-Lodensteyn-Way-92129/home/181239244,NewHomeSource.com,2278524,N,Y,32.989,-117.1054
New Construction Plan,,Single Family Residential,Residence 1,San Diego,CA,92127,1324900,4,3.5,Avion,2289,,,,579,,Active,,,https://www.redfin.com/CA/San-Diego/Avion/Residence-1/home/180280681,NewHomeSource.com,Plan-201913053,N,Y,32.989,-117.1054
New Construction Plan,,Single Family Residential,Residence 2,San Diego,CA,92127,1364900,4,3.5,Avion,2323,,,,588,,Active,,,https://www.redfin.com/CA/San-Diego/Avion/Residence-2/home/180280680,NewHomeSource.com,Plan-201913054,N,Y,32.989,-117.1054
New Construction Plan,,Single Family Residential,Residence 3,San Diego,CA,92127,1374900,4,4.0,Avion,2513,,,,547,,Active,,,https://www.redfin.com/CA/San-Diego/Avion/Residence-3/home/180280678,NewHomeSource.com,Plan-201913055,N,Y,32.989,-117.1054
New Construction Plan,,Single Family Residential,Residence 4,San Diego,CA,92127,1379900,4,4.0,Avion,2547,,,,542,,Active,,,https://www.redfin.com/CA/San-Diego/Avion/Residence-4/home/180280677,NewHomeSource.com,Plan-201913056,N,Y,32.989,-117.1054
